Csec_ID,GeneID,proteinID,domain,annotation,GO
Csec_G15373,B7P43_G15373,PNF26462.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G15641,B7P43_G15641,PNF14515.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G15772,B7P43_G15772,PNF29662.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G15978,B7P43_G15978,PNF15598.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G16457,B7P43_G16457,PNF18244.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G16469,B7P43_G16469,PNF15570.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G16676,B7P43_G16676,PNF29624.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G16752,B7P43_G16752,PNF28386.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G16927,B7P43_G16927,PNF40782.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G16954,B7P43_G16954,PNF33577.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G17404,B7P43_G17404,PNF33541.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G17545,B7P43_G17545,PNF34202.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G17590,B7P43_G17590,PNF22007.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G17843,B7P43_G17843,PNF21976.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G18291,B7P43_G18291,PNF43648.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,NA|GO:0003676
Csec_G00003,B7P43_G00003,PNE09498.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00324,B7P43_G00324,PNF20691.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00325,B7P43_G00325,PNF20692.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00402,B7P43_G00402,PNF37265.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00430,B7P43_G00430,PNF37159.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00513,B7P43_G00513,PNF36341.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00525,B7P43_G00525,PNF36352.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00864,B7P43_G00864,PNF16785.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00908,B7P43_G00908,PNF43976.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G00994,B7P43_G00994,PNF15358.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G01232,B7P43_G01232,PNF30260.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G01315,B7P43_G01315,PNF39169.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G01359,B7P43_G01359,PNF39164.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G01517,B7P43_G01517,PNF39337.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G01955,B7P43_G01955,PNF42403.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G02047,B7P43_G02047,PNF41811.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G02048,B7P43_G02048,PNF41812.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G02154,B7P43_G02154,PNF14075.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G02428,B7P43_G02428,PNF27356.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G02709,B7P43_G02709,PNF43075.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G02718,B7P43_G02718,PNF43065.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G03004,B7P43_G03004,PNF17346.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G03160,B7P43_G03160,PNF16958.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G03188,B7P43_G03188,PNF44123.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G03401,B7P43_G03401,PNF27927.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G03447,B7P43_G03447,PNF41765.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G03471,B7P43_G03471,PNF28320.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G03884,B7P43_G03884,PNF32477.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G04571,B7P43_G04571,PNF29502.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G04850,B7P43_G04850,PNF39058.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05061,B7P43_G05061,PNF22186.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05311,B7P43_G05311,PNF27264.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05357,B7P43_G05357,PNF14835.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05611,B7P43_G05611,PNF23566.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05612,B7P43_G05612,PNF23512.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05614,B7P43_G05614,PNF23514.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05713,B7P43_G05713,PNF34658.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05740,B7P43_G05740,PNF32056.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05785,B7P43_G05785,PNF40315.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05812,B7P43_G05812,PNF20044.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G05877,B7P43_G05877,PNF34630.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G06195,B7P43_G06195,PNF30633.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G06350,B7P43_G06350,PNF26044.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G06415,B7P43_G06415,PNF16639.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G06601,B7P43_G06601,PNF38966.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G06627,B7P43_G06627,PNF20009.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G06773,B7P43_G06773,PNF16851.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G07048,B7P43_G07048,PNF29413.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G07073,B7P43_G07073,PNF40234.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G07109,B7P43_G07109,PNF22643.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G07315,B7P43_G07315,PNF42181.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G07422,B7P43_G07422,PNF37864.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G07619,B7P43_G07619,PNF41627.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G07822,B7P43_G07822,PNF29317.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G08217,B7P43_G08217,PNF19248.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G08605,B7P43_G08605,PNF33825.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G08609,B7P43_G08609,PNF33829.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G08721,B7P43_G08721,PNF28643.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G08803,B7P43_G08803,PNF24978.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G08933,B7P43_G08933,PNF14729.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G09056,B7P43_G09056,PNF15849.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G09194,B7P43_G09194,PNF27784.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G09632,B7P43_G09632,PNF36795.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G09698,B7P43_G09698,PNF24397.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G09755,B7P43_G09755,PNF43794.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G09757,B7P43_G09757,PNF43796.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G09910,B7P43_G09910,PNF38889.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G10117,B7P43_G10117,PNF42433.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G10269,B7P43_G10269,PNF14690.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G10765,B7P43_G10765,PNF37781.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G10811,B7P43_G10811,PNF43471.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G10879,B7P43_G10879,PNF30503.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G10895,B7P43_G10895,PNF31329.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11153,B7P43_G11153,PNF36768.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11389,B7P43_G11389,PNF22978.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11408,B7P43_G11408,PNF43766.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11473,B7P43_G11473,PNF19935.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11562,B7P43_G11562,PNF41594.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11565,B7P43_G11565,PNF41598.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11583,B7P43_G11583,PNF32738.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11653,B7P43_G11653,PNF16275.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11719,B7P43_G11719,PNF19921.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11780,B7P43_G11780,PNF39429.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G12066,B7P43_G12066,PNF20840.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G12204,B7P43_G12204,PNF14255.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G12779,B7P43_G12779,PNF27743.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G12790,B7P43_G12790,PNF27722.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G12984,B7P43_G12984,PNF25748.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G13247,B7P43_G13247,PNF34429.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G13409,B7P43_G13409,PNF30361.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G13453,B7P43_G13453,PNF43421.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G13904,B7P43_G13904,PNF22912.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G13950,B7P43_G13950,PNF34416.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G14714,B7P43_G14714,PNF23834.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G15308,B7P43_G15308,PNF35740.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G15455,B7P43_G15455,PNF20256.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G15516,B7P43_G15516,PNF37455.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G15539,B7P43_G15539,PNF41896.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G15951,B7P43_G15951,PNF39961.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G16250,B7P43_G16250,PNF32307.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G16385,B7P43_G16385,PNF34292.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G16487,B7P43_G16487,PNF15586.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G16593,B7P43_G16593,PNF23796.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G16941,B7P43_G16941,PNF17518.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G16983,B7P43_G16983,PNF20181.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G17047,B7P43_G17047,PNF44001.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G17053,B7P43_G17053,PNF44012.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G17057,B7P43_G17057,PNF44007.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G17063,B7P43_G17063,PNF31650.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G17108,B7P43_G17108,PNF23302.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G17534,B7P43_G17534,PNF41322.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G17667,B7P43_G17667,PNF31058.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G18135,B7P43_G18135,PNF39214.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G18210,B7P43_G18210,PNF40427.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G18336,B7P43_G18336,PNF15009.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G18364,B7P43_G18364,PNF14136.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G18433,B7P43_G18433,PNF28923.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G19015,B7P43_G19015,PNF42655.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN,Ribonuclease H superfamily,GO:0003676|NA
Csec_G04089,B7P43_G04089,PNF35447.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Coil,Ribonuclease H superfamily,NA|GO:0003676
Csec_G05876,B7P43_G05876,PNF34631.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Coil,Ribonuclease H superfamily,NA|GO:0003676
Csec_G12578,B7P43_G12578,PNF25261.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Coil,Ribonuclease H superfamily,NA|GO:0003676
Csec_G14663,B7P43_G14663,PNF19786.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Coil,Ribonuclease H superfamily,GO:0003676|NA
Csec_G11435,B7P43_G11435,PNF33715.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,Ribonuclease H superfamily,NA|GO:0003676
Csec_G17661,B7P43_G17661,PNF19577.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,Ribonuclease H superfamily,NA|GO:0003676
Csec_G02549,B7P43_G02549,PNF42390.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|consensus disorder prediction,Ribonuclease H superfamily,GO:0003676|NA
Csec_G06907,B7P43_G06907,PNF17782.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|DDE superfamily endonuclease,"Ribonuclease H superfamily|Tc1-like transposase, DDE domain",NA|GO:0003676|-
Csec_G01103,B7P43_G01103,PNF16162.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|DDE superfamily endonuclease,"Tc1-like transposase, DDE domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G04273,B7P43_G04273,PNF20638.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),NA|GO:0003676|-
Csec_G11429,B7P43_G11429,PNF33704.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G02327,B7P43_G02327,PNF19518.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),NA|GO:0003676|-
Csec_G02863,B7P43_G02863,PNF40685.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G05516,B7P43_G05516,PNF42302.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G06707,B7P43_G06707,PNF19367.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G06968,B7P43_G06968,PNF41666.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
Csec_G07376,B7P43_G07376,PNF17628.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),NA|GO:0003676|-
Csec_G07957,B7P43_G07957,PNF24991.1,TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN|Helix-turn-helix domain (DUF4817),Ribonuclease H superfamily|Helix-turn-helix domain (DUF4817),GO:0003676|NA|-
