GeneID,Gene_ID,baseMean,Log2FoldChange,lfcSE,stat,pvalue,padj,proteinID,domain,annotation,GO
Csec_G05447,B7P43_G05447,39.25364776,-2.706708702,0.980971772,-2.759211609,0.0057941,0.049777813,"PNF28300.1,",TELOMERE-ASSOCIATED PROTEIN  RIF1|Rap1-interacting factor 1 N terminal|ARM repeat,"Telomere-associated protein  Rif1,|Telomere-associated protein Rif1, N-terminal,|Armadillo-type fold",-
Csec_G04623,B7P43_G04623,1527.273923,1.15275746,0.267037085,4.31684409,1.58E-05,0.000857979,"PNF16035.1,",Tetraspanin|Sm3|Transmembrane 4 family signature.|LSM domain|Sm-like ribonucleoproteins|penumbra_like_LEL|Sm_G|TETRASPANIN-33|Tetraspanin family|Transmembrane four family signature|TETRASPANIN,"Tetraspanin, EC2 domain superfamily,|LSM domain, eukaryotic/archaea-type,|Tetraspanin, conserved site,|LSM domain superfamily,|Small nuclear ribonucleoprotein G,|Tetraspanin/Peripherin","GO:0016021,|GO:0000387|GO:0005681"
Csec_G12883,B7P43_G12883,1054.731835,-1.516880908,0.544137031,-2.787681818,0.005308666,0.046846448,"PNF18986.1,",Tetraspanin|TETRASPANIN|tetraspanin_LEL|Tetraspanin family|Transmembrane four family signature,"Tetraspanin, EC2 domain superfamily,|Tetraspanin/Peripherin,","GO:0016021,|-"
Csec_G04295,B7P43_G04295,218.9018729,1.950487599,0.466988805,4.176733101,2.96E-05,0.001428374,"PNF24102.1,","Tetratricopeptide repeat domain|TPR-like|TPR repeat|Tetratricopeptide repeat|TPR repeat profile.|tpr_5|TPR repeat region circular profile.,","Tetratricopeptide-like helical domain superfamily,|Tetratricopeptide repeat","GO:0005515,|-"
Csec_G10220,B7P43_G10220,1183.475868,-0.684637725,0.226084656,-3.028236132,0.002459858,0.02782506,"PNF33794.1,","TFIIS N-terminal domain profile.|TRANSCRIPTION FACTOR S-II ZINC FINGER DOMAIN-CONTAINING PROTEIN|Transcription factor S-II (TFIIS)|Conserved domain common to transcription factors TFIIS, elongin A, CRSP70|TFIIS central domain profile.|Elongation factor TFIIS domain 2|mid_6|Transcription factor S-II (TFIIS), central domain|TFS2_5|TRANSCRIPTION ELONGATION FACTOR A PROTEIN 3|Zinc finger TFIIS-type profile.|Zinc beta-ribbon|Cys4_2|TFSII: transcription elongation factor S-II|TFIIS helical bundle-like domain|Zn-ribbon_TFIIS|TFIIS|TFIIS_I|Zinc finger TFIIS-type signature.","Transcription factor IIS, N-terminal,|Zinc finger, TFIIS-type,|TFIIS/LEDGF domain superfamily,|Transcription elongation factor S-II, central domain,|Transcription elongation factor S-II, central domain superfamily,|Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type,|Transcription elongation factor, TFIIS,|Transcription elongation factor, IIS-type","GO:0003676|GO:0006351|GO:0008270,|GO:0006351,|GO:0005634,|GO:0003676|GO:0005634|GO:0006368"
Csec_G12322,B7P43_G12322,70.18240505,-2.101632726,0.631888518,-3.325954924,0.000881162,0.014146036,"PNF42908.1,|PNF42909.1,|PNF42910.1,|PNF42911.1,",TGS domain|TGS-like|TGS domain profile.|DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 1|TGS_DRG1|TGS domain|GTP1/OBG GTP-binding protein family signature|50S ribosome-binding GTPase|small_GTP: small GTP-binding protein domain|TGS domain profile.|OBG-type guanine nucleotide-binding (G) domain profile.|TGS_DRG1|P-loop containing nucleoside triphosphate hydrolases|DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 1|GTP1/OBG family signature.|Coil|C-terminal region of MMR_HSR1 domain|DRG|TGS-like|DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 1|OBG-type guanine nucleotide-binding (G) domain profile.|P-loop containing nucleoside triphosphate hydrolases|50S ribosome-binding GTPase|GTP1/OBG family signature.|Coil|GTP1/OBG GTP-binding protein family signature|small_GTP: small GTP-binding protein domain|P-loop containing nucleoside triphosphate hydrolases|TGS_DRG1|TGS domain|small_GTP: small GTP-binding protein domain|50S ribosome-binding GTPase|C-terminal region of MMR_HSR1 domain|OBG-type guanine nucleotide-binding (G) domain profile.|Coil|TGS domain profile.|DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 1|TGS-like|GTP1/OBG GTP-binding protein family signature,"TGS,|TGS-like,|Beta-grasp domain superfamily,|Developmentally regulated GTP-binding protein|TGS,|Beta-grasp domain superfamily,|GTP binding domain,|Small GTP-binding protein domain,|OBG-type guanine nucleotide-binding (G) domain,|P-loop containing nucleoside triphosphate hydrolase,|Developmentally regulated GTP-binding protein,|GTP1/OBG, conserved site,|GTP binding protein, second domain,|TGS-like|OBG-type guanine nucleotide-binding (G) domain,|P-loop containing nucleoside triphosphate hydrolase,|GTP binding domain,|GTP1/OBG, conserved site,|Developmentally regulated GTP-binding protein,|Small GTP-binding protein domain|P-loop containing nucleoside triphosphate hydrolase,|Beta-grasp domain superfamily,|TGS,|Small GTP-binding protein domain,|GTP binding domain,|GTP binding protein, second domain,|Developmentally regulated GTP-binding protein,|OBG-type guanine nucleotide-binding (G) domain,|TGS-like","GO:0003924|GO:0005525|GO:0005525,|GO:0003924|GO:0005525|GO:0005525,|GO:0003924|GO:0005525|GO:0005525,|GO:0003924|GO:0005525"
Csec_G09789,B7P43_G09789,65.8790125,2.061717229,0.659649554,3.125473544,0.00177519,0.022666126,"PNF19143.1,|PNF19144.1,|PNF19145.1,|PNF19146.1,|PNF19147.1,|PNF19148.1,|PNF19149.1,|PNF19150.1,","Thiamin diphosphate-binding fold (THDP-binding)|PDH_E1_alph_y: pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit|Dehydrogenase E1 component|PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR|TPP_E1_PDC_ADC_BCADC|PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA|PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR|TPP_E1_PDC_ADC_BCADC|Thiamin diphosphate-binding fold (THDP-binding)|PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA|Dehydrogenase E1 component|TPP_E1_PDC_ADC_BCADC|PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR|Dehydrogenase E1 component|PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA|Thiamin diphosphate-binding fold (THDP-binding)|PDH_E1_alph_y: pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit|Thiamin diphosphate-binding fold (THDP-binding)|PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR|PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA|Dehydrogenase E1 component","Thiamin diphosphate-binding fold,|Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y,|Dehydrogenase, E1 component|Thiamin diphosphate-binding fold,|Dehydrogenase, E1 component|Dehydrogenase, E1 component,|Thiamin diphosphate-binding fold,|Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y|Thiamin diphosphate-binding fold,|Dehydrogenase, E1 component","GO:0004739|GO:0006086|GO:0043231,|GO:0016624|GO:0016624|GO:0016624,|GO:0004739|GO:0006086|GO:0043231|GO:0016624"
Csec_G15600,B7P43_G15600,1223.12892,1.149754549,0.32679897,3.518231861,0.000434433,0.009024989,"PNF15645.1,",Thioredoxin|Thioredoxin domain profile.|DUMPY: SHORTER THAN WILD-TYPE|Thioredoxin-like|Glutaredoxin|PDI_a_TMX|Thioredoxin family active site.,"Thioredoxin domain,|Thioredoxin-like superfamily,|Thioredoxin, conserved site",-
Csec_G00384,B7P43_G00384,805.0911465,0.820155419,0.238939545,3.43248088,0.000598086,0.010965203,"PNF37128.1,","Thioredoxin-like|DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE-RELATED|TUMOR SUPPRESSOR CANDIDATE 3|OST3 / OST6 family, transporter family|Glutaredoxin","Thioredoxin-like superfamily,|Oligosaccharyl transferase complex, subunit OST3/OST6,",-
Csec_G03071,B7P43_G03071,13.53419922,-5.5804453,1.27179498,-4.387849762,1.14E-05,0.000689172,"PNF24591.1,","Thyrotropin-releasing hormone receptor family signature|G-protein coupled receptors family 1 profile.|G-PROTEIN COUPLED RECEPTOR|7 transmembrane receptor (rhodopsin family)|Rhodopsin-like GPCR superfamily signature|ETHR, ISOFORM A|Family A G protein-coupled receptor-like","Thyrotropin-releasing hormone receptor,|GPCR, rhodopsin-like, 7TM,|G protein-coupled receptor, rhodopsin-like","GO:0004997|GO:0007186|GO:0016021,|GO:0016021,|GO:0004930|GO:0007186|GO:0016021"
Csec_G07731,B7P43_G07731,562.3333827,-1.949504457,0.340242146,-5.729755944,1.01E-08,3.15E-06,"PNF33315.1,",TIM21|MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM21|Mitochondrial import inner membrane translocase subunit Tim21,"Mitochondrial import inner membrane translocase subunit Tim21,|Tim21 IMS domain superfamily","GO:0005744|GO:0030150,|-"
Csec_G03705,B7P43_G03705,2430.261858,0.882878984,0.242355509,3.642908671,0.000269575,0.006345135,"PNF26215.1,|PNF26216.1,",TIP49 P-loop domain|AAA|RUVB-LIKE 1|P-loop containing nucleoside triphosphate hydrolases|RUVB-RELATED REPTIN AND PONTIN|AAA_5|TIP49 AAA-lid domain|TIP49 P-loop domain|P-loop containing nucleoside triphosphate hydrolases|RUVB-RELATED REPTIN AND PONTIN|TIP49 AAA-lid domain|RUVB-LIKE 1|Nucleic acid-binding proteins,"TIP49, P-loop domain,|P-loop containing nucleoside triphosphate hydrolase,|RuvB-like helicase 1,|RuvB-like,|RuvBL1/2, DNA/RNA binding domain,|AAA+ ATPase domain,|RuvB-like, AAA-lid domain|TIP49, P-loop domain,|RuvBL1/2, DNA/RNA binding domain,|P-loop containing nucleoside triphosphate hydrolase,|RuvB-like,|RuvB-like, AAA-lid domain,|RuvB-like helicase 1,|Nucleic acid-binding, OB-fold","GO:0005524,|GO:0008094|GO:0031011|GO:0035267|GO:0097255,|GO:0008094|GO:0005524,|GO:0008094,|GO:0008094|GO:0031011|GO:0035267|GO:0097255"
Csec_G13947,B7P43_G13947,73.5182466,-1.498605572,0.513792522,-2.916752402,0.003536964,0.035460261,"PNF34411.1,",TLC domain profile.|TLC domain|LONGEVITY ASSURANCE FACTOR 1  LAG1|LAG1_LAC1|LD18904P|lag1_27,"TRAM/LAG1/CLN8 homology domain,|Sphingosine N-acyltransferase Lag1/Lac1-like,","GO:0016021,|GO:0046513|GO:0050291,|-"
Csec_G03882,B7P43_G03882,571.957971,0.849654093,0.282481745,3.007819469,0.002631294,0.029236081,"PNF32483.1,|PNF32484.1,|PNF32485.1,|PNF32486.1,",TORSIN-1B|AAA|P-loop containing nucleoside triphosphate hydrolases|TORSIN|Torsin,"Torsin-1B,|P-loop containing nucleoside triphosphate hydrolase,|Torsin","GO:0005524|GO:0007029,|GO:0005524|GO:0016887"
Csec_G04261,B7P43_G04261,571.4039113,-1.241241588,0.324163028,-3.829065874,0.000128631,0.003815214,"PNF20602.1,",TPR repeat profile.|tpr_5|KINESIN LIGHT CHAIN 1|Tetratricopeptide repeat domain|Kinesin light chain repeat.|Tetratricopeptide repeat|Kinesin light chain signature|Coil|KINESIN LIGHT CHAIN|TPR-like,"Tetratricopeptide repeat,|Tetratricopeptide-like helical domain superfamily,|Kinesin light chain repeat,|Kinesin light chain","GO:0005515,|GO:0005871"
Csec_G16194,B7P43_G16194,3403.987179,1.780647257,0.43483884,4.094959082,4.22E-05,0.001780245,"PNF20233.1,|PNF20234.1,|PNF20235.1,|PNF20236.1,|PNF20237.1,|PNF20238.1,","TPR repeat profile.|Zinc finger C3H1-type profile.|TPR-like|Coil|RRM_SF|Tetratricopeptide repeat domain|Ubiquitin-associated domain (UBA) profile.|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|UBA-like|rrm1_1|tpr_5|TETRATRICOPEPTIDE REPEAT PROTEIN 31|Tetratricopeptide repeat|RNA-binding domain, RBD|Eukaryotic RNA Recognition Motif (RRM) profile.|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|TPR-like|Coil|Eukaryotic RNA Recognition Motif (RRM) profile.|RRM_SF|Tetratricopeptide repeat domain|TPR repeat profile.|UBA-like|Zinc finger C3H1-type profile.|Ubiquitin-associated domain (UBA) profile.|rrm1_1|Tetratricopeptide repeat|RNA-binding domain, RBD|TETRATRICOPEPTIDE REPEAT PROTEIN 31|tpr_5|RRM_SF|tpr_5|Coil|Tetratricopeptide repeat|TPR repeat profile.|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Eukaryotic RNA Recognition Motif (RRM) profile.|rrm1_1|TETRATRICOPEPTIDE REPEAT PROTEIN 31|UBA-like|Zinc finger C3H1-type profile.|Ubiquitin-associated domain (UBA) profile.|TPR-like|RNA-binding domain, RBD|Tetratricopeptide repeat domain|TETRATRICOPEPTIDE REPEAT PROTEIN 31|Coil|Tetratricopeptide repeat|RRM_SF|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Tetratricopeptide repeat domain|TPR repeat profile.|rrm1_1|UBA-like|Ubiquitin-associated domain (UBA) profile.|RNA-binding domain, RBD|Eukaryotic RNA Recognition Motif (RRM) profile.|Zinc finger C3H1-type profile.|tpr_5|TPR-like","Tetratricopeptide repeat,|Zinc finger, CCCH-type,|Tetratricopeptide-like helical domain superfamily,|Ubiquitin-associated domain,|RNA recognition motif domain,|UBA-like superfamily,|Tetratricopeptide repeat 1,|RNA-binding domain superfamily,|Nucleotide-binding alpha-beta plait domain superfamily|RNA recognition motif domain,|Tetratricopeptide-like helical domain superfamily,|Tetratricopeptide repeat,|UBA-like superfamily,|Zinc finger, CCCH-type,|Nucleotide-binding alpha-beta plait domain superfamily,|Ubiquitin-associated domain,|Tetratricopeptide repeat 1,|RNA-binding domain superfamily|Tetratricopeptide repeat,|Tetratricopeptide repeat 1,|RNA recognition motif domain,|Nucleotide-binding alpha-beta plait domain superfamily,|UBA-like superfamily,|Zinc finger, CCCH-type,|Ubiquitin-associated domain,|Tetratricopeptide-like helical domain superfamily,|RNA-binding domain superfamily|Nucleotide-binding alpha-beta plait domain superfamily,|Tetratricopeptide repeat 1,|RNA recognition motif domain,|Tetratricopeptide-like helical domain superfamily,|Tetratricopeptide repeat,|UBA-like superfamily,|Ubiquitin-associated domain,|RNA-binding domain superfamily,|Zinc finger, CCCH-type","GO:0005515,|GO:0046872,|GO:0003723,|GO:0003676|GO:0003723,|GO:0005515,|GO:0046872,|GO:0003676|GO:0005515,|GO:0003723,|GO:0046872,|GO:0003676|GO:0005515,|GO:0003723,|GO:0003676,|GO:0046872"
Csec_G05894,B7P43_G05894,722.4575518,1.632846448,0.407435524,4.007619249,6.13E-05,0.002265555,"PNF40667.1,",TRANSCRIPTION INITIATION FACTOR IIB-RELATED|TRANSCRIPTION FACTOR IIIB 90 KDA SUBUNIT|CYCLIN|Brf1-like TBP-binding domain|Single helix bin|Transcription factor TFIIB repeat|Cyclin-like,"Transcription factor TFIIB,|Transcription factor IIIB subunit Brf1,|Cyclin-like,|Brf1, TBP-binding domain,|Transcription factor TFIIB, cyclin-like domain,|Cyclin-like superfamily","GO:0006352|GO:0070897,|GO:0000126|GO:0000995|GO:0006383,|GO:0017025"
Csec_G01980,B7P43_G01980,1232.181026,-1.269053261,0.423831618,-2.994239237,0.002751301,0.030053285,"PNF25135.1,",Transferase(Phosphotransferase) domain 1|serkin_6|RECEPTOR PROTEIN SERINE/THREONINE KINASE|Activin types I and II receptor domain|TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II|Phosphorylase Kinase; domain 1|Protein kinase-like (PK-like)|Protein tyrosine and serine/threonine kinase|TGFRII|Protein kinases ATP-binding region signature.|Snake toxin-like|GS domain profile.|Transforming growth factor beta type I GS-motif|Protein kinase domain profile.|CD59|Serine/Threonine protein kinases active-site signature.,"Protein kinase domain,|Activin types I and II receptor domain,|Ser/Thr protein kinase, TGFB receptor,|Protein kinase-like domain superfamily,|Serine-threonine/tyrosine-protein kinase, catalytic domain,|Transforming growth factor-beta receptor, type II,|Protein kinase, ATP binding site,|Snake toxin-like superfamily,|GS domain,|Serine/threonine-protein kinase, active site","GO:0004672|GO:0005524|GO:0006468,|GO:0004675|GO:0016020,|GO:0004675|GO:0005524|GO:0007178|GO:0016020,|GO:0004672|GO:0006468,|GO:0004674|GO:0007178|GO:0016021|GO:0038023|GO:0043235|GO:0046872,|GO:0005524,|GO:0004675|GO:0005524|GO:0006468|GO:0016020"
Csec_G16111,B7P43_G16111,1703.994545,-0.712426986,0.230246346,-3.094194537,0.00197348,0.024132736,"PNF33077.1,|PNF33078.1,|PNF33079.1,|PNF33080.1,","TRANSLATION FACTOR|P-loop containing nucleoside triphosphate hydrolases|HBS1 N-terminus|HBS1-like_II|EF1_alpha|Translational (tr)-type guanine nucleotide-binding (G) domain profile.|GTP-binding elongation factor signature|Translation factors|HBS1-LIKE PROTEIN|HBS1-like domain|Elongation factor Tu GTP binding domain|HBS1_C_III|Elongation factor Tu C-terminal domain|Translation proteins|EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain|Translation proteins|Translation factors|P-loop containing nucleoside triphosphate hydrolases|GTP-binding elongation factor signature|HBS1-like domain|HBS1-like_II|EF1_alpha|Translational (tr)-type guanine nucleotide-binding (G) domain profile.|EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain|Elongation factor Tu GTP binding domain|HBS1-LIKE PROTEIN|HBS1 N-terminus|HBS1_C_III|TRANSLATION FACTOR|Elongation factor Tu C-terminal domain|HBS1 N-terminus|HBS1-like domain,","P-loop containing nucleoside triphosphate hydrolase,|HBS1-like protein, N-terminal,|Translational (tr)-type GTP-binding domain,|HBS1-like protein, N-terminal domain superfamily,|Translation elongation factor EFTu/EF1A, C-terminal,|Translation protein, beta-barrel domain superfamily,|Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal|P-loop containing nucleoside triphosphate hydrolase,|Translation protein, beta-barrel domain superfamily,|Translational (tr)-type GTP-binding domain,|HBS1-like protein, N-terminal domain superfamily,|Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,|HBS1-like protein, N-terminal,|Translation elongation factor EFTu/EF1A, C-terminal|HBS1-like protein, N-terminal,|HBS1-like protein, N-terminal domain superfamily",GO:0003924|GO:0005525|GO:0003924|GO:0005525|-
Csec_G12257,B7P43_G12257,364.5216954,0.84250167,0.268592011,3.136733911,0.001708411,0.022145675,"PNF28073.1,|PNF28074.1,|PNF28075.1,|PNF28076.1,|PNF28077.1,|PNF28078.1,","Translation factors|Riboflavin synthase domain-like|Cytochrome b5-like heme/steroid binding domain|CYTOCHROME B5 REDUCTASE 4 FAMILY MEMBER|Cyt_b5_2|Oxidoreductase FAD-binding domain|Ferredoxin reductase-like, C-terminal NADP-linked domain|Ferredoxin reductase-type FAD binding domain profile.|HSP20-like chaperones|Cytochrome b5-like Heme/Steroid binding domain|Cytochrome b5 family, heme-binding domain signature.|Cytochrome b5 family, heme-binding domain profile.|Riboflavin synthase domain-like|Cytochrome b5-like Heme/Steroid binding domain|Translation factors|CYTOCHROME B5 REDUCTASE 4 FAMILY MEMBER|HSP20-like chaperones|Cytochrome b5-like heme/steroid binding domain|Oxidoreductase FAD-binding domain|Cyt_b5_2|cyt_b5_reduct_like|Ferredoxin reductase-type FAD binding domain profile.|Ferredoxin reductase-like, C-terminal NADP-linked domain|Cytochrome B5 reductase signature|Oxidoreductase NAD-binding domain|Cytochrome b5 family, heme-binding domain signature.|Cytochrome b5 family, heme-binding domain profile.|Cytochrome b5-like heme/steroid binding domain|HSP20-like chaperones|Cytochrome b5 family, heme-binding domain profile.|cyt_b5_reduct_like|Cytochrome b5-like Heme/Steroid binding domain|Translation factors|Cyt_b5_2|Oxidoreductase NAD-binding domain|Ferredoxin reductase-type FAD binding domain profile.|CYTOCHROME B5 REDUCTASE 4 FAMILY MEMBER|Riboflavin synthase domain-like|Oxidoreductase FAD-binding domain|Cytochrome B5 reductase signature|Cytochrome b5 family, heme-binding domain signature.|Ferredoxin reductase-like, C-terminal NADP-linked domain|Cytochrome b5-like Heme/Steroid binding domain|Ferredoxin reductase-type FAD binding domain profile.|Oxidoreductase NAD-binding domain|Cytochrome b5-like heme/steroid binding domain|Ferredoxin reductase-like, C-terminal NADP-linked domain|cyt_b5_reduct_like|HSP20-like chaperones|Translation factors|Riboflavin synthase domain-like|Cyt_b5_2|Oxidoreductase FAD-binding domain|CYTOCHROME B5 REDUCTASE 4 FAMILY MEMBER|Cytochrome B5 reductase signature|Cytochrome b5 family, heme-binding domain signature.|Cytochrome b5 family, heme-binding domain profile.","Cytochrome b5-like heme/steroid binding domain superfamily,|HSP20-like chaperone,|Riboflavin synthase-like beta-barrel,|Cytochrome b5-like heme/steroid binding domain,|Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain,|Ferredoxin-NADP reductase (FNR), nucleotide-binding domain,|FAD-binding domain, ferredoxin reductase-type,|Cytochrome b5, heme-binding site|Riboflavin synthase-like beta-barrel,|Cytochrome b5-like heme/steroid binding domain,|HSP20-like chaperone,|Cytochrome b5-like heme/steroid binding domain superfamily,|Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain,|FAD-binding domain, ferredoxin reductase-type,|Ferredoxin-NADP reductase (FNR), nucleotide-binding domain,|Oxidoreductase FAD/NAD(P)-binding,|Cytochrome b5, heme-binding site|Cytochrome b5-like heme/steroid binding domain superfamily,|HSP20-like chaperone,|Cytochrome b5-like heme/steroid binding domain,|Oxidoreductase FAD/NAD(P)-binding,|FAD-binding domain, ferredoxin reductase-type,|Riboflavin synthase-like beta-barrel,|Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain,|Cytochrome b5, heme-binding site,|Ferredoxin-NADP reductase (FNR), nucleotide-binding domain|Cytochrome b5-like heme/steroid binding domain,|FAD-binding domain, ferredoxin reductase-type,|Oxidoreductase FAD/NAD(P)-binding,|Cytochrome b5-like heme/steroid binding domain superfamily,|Ferredoxin-NADP reductase (FNR), nucleotide-binding domain,|HSP20-like chaperone,|Riboflavin synthase-like beta-barrel,|Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain,|Cytochrome b5, heme-binding site","GO:0016491,|GO:0020037|GO:0016491,|GO:0020037"
Csec_G02740,B7P43_G02740,470.9631916,-0.77318752,0.229207066,-3.373314508,0.000742691,0.012620328,"PNF23221.1,|PNF23222.1,|PNF23223.1,|PNF23224.1,|PNF23225.1,|PNF23226.1,|PNF23227.1,|PNF23228.1,|PNF23229.1,","TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT ALPHA|NagB/RpiA/CoA transferase-like|Initiation factor 2 subunit family|NagB/RpiA/CoA transferase-like|Initiation factor 2 subunit family|TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT ALPHA|TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT ALPHA|NagB/RpiA/CoA transferase-like|Initiation factor 2 subunit family|NagB/RpiA/CoA transferase-like|Initiation factor 2 subunit family|TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT ALPHA|Initiation factor 2 subunit family|TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT ALPHA|NagB/RpiA/CoA transferase-like,","Initiation factor 2B-like, C-terminal,|NagB/RpiA transferase-like,|Initiation factor 2B-related,|Translation initiation factor eIF-2B subunit alpha, N-terminal|Initiation factor 2B-like, C-terminal,|NagB/RpiA transferase-like,|Initiation factor 2B-related|Initiation factor 2B-like, C-terminal,|NagB/RpiA transferase-like,|Initiation factor 2B-related,|Translation initiation factor eIF-2B subunit alpha, N-terminal,|Translation initiation factor eIF-2B subunit alpha, N-terminal,|NagB/RpiA transferase-like,|Initiation factor 2B-like, C-terminal,|Initiation factor 2B-related|NagB/RpiA transferase-like,|Initiation factor 2B-related,|Translation initiation factor eIF-2B subunit alpha, N-terminal,|Initiation factor 2B-like, C-terminal|Initiation factor 2B-related,|NagB/RpiA transferase-like,|Initiation factor 2B-like, C-terminal,|Translation initiation factor eIF-2B subunit alpha, N-terminal","GO:0044237|GO:0044237,-GO:0044237|GO:0044237,|-"
Csec_G13090,B7P43_G13090,396.2858393,0.696947647,0.23549827,2.959459726,0.00308179,0.032545662,"PNF42825.1,|PNF42826.1,|PNF42827.1,|PNF42828.1,|PNF42829.1,|PNF42830.1,","TRANSLATION INITIATION FACTOR IF-2-RELATED|Initiation factor IF2/eIF5b, domain 3|Translation factors|TRANSLATION INITIATION FACTOR IF-2, MITOCHONDRIAL|mtIF2_IVc|Translation-initiation factor 2|Coil|Translation proteins|IF2_mtIF2_II|Translation-initiation factor 2|P-loop containing nucleoside triphosphate hydrolases|mtIF2_IVc|Translation factors|Coil|Translation proteins|Elongation factor Tu GTP binding domain|TRANSLATION INITIATION FACTOR IF-2-RELATED|IF2_eIF5B|IF-2: translation initiation factor IF-2|Initiation factor IF2/eIF5b, domain 3|Translational (tr)-type guanine nucleotide-binding (G) domain profile.|small_GTP: small GTP-binding protein domain|TRANSLATION INITIATION FACTOR IF-2, MITOCHONDRIAL|IF2_mtIF2_II|mtIF2_IVc|Translation factors|Translation proteins|Initiation factor IF2/eIF5b, domain 3|Coil|Translation-initiation factor 2|TRANSLATION INITIATION FACTOR IF-2-RELATED|TRANSLATION INITIATION FACTOR IF-2, MITOCHONDRIAL|Translation factors|Initiation factor IF2/eIF5b, domain 3|Translation-initiation factor 2|Coil|Translation proteins|mtIF2_IVc|TRANSLATION INITIATION FACTOR IF-2, MITOCHONDRIAL|TRANSLATION INITIATION FACTOR IF-2-RELATED","Translation initiation factor IF- 2,|Translation initiation factor IF-2, domain 3 superfamily,|Translation initiation factor IF- 2, domain 3,|Translation protein, beta-barrel domain superfamily|Translation initiation factor IF-2, domain II,|Translation initiation factor IF-2, domain 3 superfamily,|Translation initiation factor IF- 2, domain 3,|P-loop containing nucleoside triphosphate hydrolase,|Translation protein, beta-barrel domain superfamily,|Translational (tr)-type GTP-binding domain,|Translation initiation factor IF- 2,|Translation initiation factor IF-2, bacterial-like,|Small GTP-binding protein domain|Translation initiation factor IF-2, domain II,|Translation protein, beta-barrel domain superfamily,|Translation initiation factor IF-2, domain 3 superfamily,|Translation initiation factor IF- 2, domain 3,|Translation initiation factor IF- 2|Translation initiation factor IF-2, domain 3 superfamily,|Translation initiation factor IF- 2, domain 3,|Translation protein, beta-barrel domain superfamily,|Translation initiation factor IF- 2","-|GO:0003924|GO:0005525,|GO:0003743|GO:0003924|GO:0005525|GO:0006413,|GO:0005525"
Csec_G05645,B7P43_G05645,391.5070659,-2.371128393,0.790420184,-2.999832798,0.002701278,0.0297497,"PNF39715.1,","TRANSLATION INITIATION FACTOR IF-3|TRANSLATION INITIATION FACTOR IF-3, MITOCHONDRIAL|Translation initiation factor IF3, C-terminal domain|","Translation initiation factor 3,|Translation initiation factor 3 (IF-3), C-terminal domain superfamily","GO:0003743|GO:0006413,|GO:0006413"
